,Unnamed: 0,Gender,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Extracurricular_Activities,Stress_Level (1-10),Sleep_Hours_per_Night,Grade
2336,2336,Male,68.13,66.29,69.31,81.6,1.3,79.76,6.1,No,4,8.3,D
2337,2337,Female,56.39,68.22,98.08,82.13,90,80.04,27.3,Yes,2,5.7,B
2338,2338,Female,56.07,56.72,71.64,89.23,94.7,60.89,28.2,No,5,5.1,C
2339,2339,Male,64.08,62.79,79.21,55.76,3.8,83.56,25.3,Yes,7,4.4,C
2340,2340,Male,52.67,75.91,97.24,76.14,29.4,60.22,7.7,Yes,5,4.8,C
2341,2341,Male,84.43,74.81,99.46,97.97,37.3,74.5,27.5,Yes,5,4.7,B
2342,2342,Male,53.7,78.19,55.08,68.08,34.9,62.99,5.6,Yes,2,8.6,C
2343,2343,Female,60.16,61.11,91.72,64.75,75.9,65.64,16.1,Yes,3,4.9,D
2344,2344,Male,54.64,58.95,69.11,80.06,35.8,80.69,17.5,Yes,6,4.5,C
2345,2345,Male,53.16,76.7,79.74,61.06,95.7,53.22,25.9,No,6,6,C
2346,2346,Female,63.39,47.97,68.75,77.8,99.5,50.6,23.8,Yes,1,4.8,D
2347,2347,Male,78.59,55.18,70.06,57.78,31.7,56.53,24.9,No,1,4.7,D
2348,2348,Male,98.23,42.53,57.94,78.99,50.9,58.44,26.7,No,10,5.8,F
2349,2349,Female,93.78,44.36,78.64,80.12,55.8,59.89,16.9,No,9,8.6,D
2350,2350,Female,93.8,54.6,77.34,70.92,57.9,88.7,24.5,Yes,2,4.2,B
2351,2351,Male,58.8,41.17,59.47,69.14,37.4,72.34,6.7,Yes,2,5,D
2352,2352,Female,63.25,54.72,77.09,62.27,16.6,73.5,16.1,Yes,9,8.1,D
2353,2353,Female,53.82,79.3,98.66,66.55,5.5,82.22,5.8,No,5,5.2,D
2354,2354,Male,88.92,43.67,85.72,74.92,10.6,86.46,27.9,Yes,6,6.2,C
2355,2355,Female,53.49,66.2,74.05,62.38,90.1,50.18,29,No,3,4.5,C
2356,2356,Male,77.83,94.79,95.8,89.14,28,92.84,7.1,Yes,7,8,B
2357,2357,Male,62.39,87.48,78.77,85.45,7.7,99.42,18.3,No,2,7.7,C
2358,2358,Male,62.17,58.33,56.75,63.47,62.4,56.09,13.1,Yes,5,4.6,F
2359,2359,Male,99.54,95.49,77.38,54.87,7.5,82.55,13.6,No,4,8.7,C
2360,2360,Female,87.84,59.78,59.05,50.01,7,50.12,16.3,Yes,8,7,F
2361,2361,Male,91.85,44.35,88.38,79.84,62.2,52.45,8.1,Yes,2,8,F
2362,2362,Male,78.6,99.64,98.36,60.57,59.1,64.25,9.5,Yes,1,7.8,D
2363,2363,Male,93.55,92.2,68.04,50.63,4.1,92.32,19.4,Yes,2,6.6,C
2364,2364,Male,82.27,67.96,71.75,67.95,46,82.63,5.5,No,2,7.7,C
2365,2365,Female,97.31,79.98,71.07,98.1,43.6,72.29,20,Yes,8,5.2,D
2366,2366,Female,64.07,80.27,64.26,84.5,54.7,71.93,13,No,1,4.1,D
2367,2367,Female,79.77,51.67,89.71,92.89,73.8,73.3,25.8,No,1,5.7,C
2368,2368,Male,84.51,52,80.89,57.24,28.3,65.55,20,No,10,4.8,D
2369,2369,Female,69.65,68.17,53.2,53.66,43.3,93.89,22.7,Yes,1,8.9,C
2370,2370,Female,93.99,94.69,91.94,50.58,79.3,78.39,7.9,Yes,3,8.6,C
2371,2371,Male,98.99,40.6,59.35,97.78,92.3,74.2,11.6,Yes,5,4.7,C
2372,2372,Female,74.69,86.95,98.96,65.01,89.1,73.25,29.9,Yes,8,5.7,C
2373,2373,Male,69.53,43.45,68.83,72.98,47.8,96.79,15.8,Yes,8,6.5,C
2374,2374,Female,73.6,68.69,80.82,69.73,52.1,86.18,14,No,10,6,C
2375,2375,Female,92.64,78.27,53.89,86.52,52.9,57.24,26.8,Yes,5,7.5,D
2376,2376,Female,82.27,81.21,67.23,65.5,86.9,71.85,5.8,Yes,5,6.5,D
2377,2377,Female,52.24,43.51,90.12,76.77,84,64.42,18.4,Yes,7,6.8,C
2378,2378,Male,77.11,65.12,73.86,99.78,31.2,99.34,10.3,No,1,7.4,C
2379,2379,Male,50.87,75.03,95.23,72.2,16.3,70.77,14.2,Yes,1,4.1,C
2380,2380,Female,88.93,43.96,78.76,77.56,37.9,53.39,10,No,1,4.1,D
2381,2381,Male,66.42,48.11,96.43,75.13,28.8,70.56,5.9,Yes,8,4.9,D
2382,2382,Female,73.6,79.82,99.13,90.16,95.1,66.07,15.4,No,8,7.6,C
2383,2383,Female,89.93,71.3,72.69,63.34,26.6,79.98,24.7,Yes,4,5.2,D
2384,2384,Female,52.32,49.71,78.26,58.52,18.1,61.3,28.8,No,5,8.6,D
2385,2385,Female,57.93,72.11,91.75,87.7,89.9,51.8,20.6,Yes,7,4.4,C
2386,2386,Female,69.9,94.76,61.08,70.78,8.6,54.79,14.7,Yes,6,6.9,D
2387,2387,Female,61.5,40.94,93.08,95.69,26,64.16,24.2,Yes,2,4.1,C
2388,2388,Male,66.9,78.56,79.6,82.21,43.9,67.42,17.6,No,7,8.9,C
2389,2389,Male,99.91,44.42,86.28,78.22,59.5,91.72,14.2,Yes,2,5.1,C
2390,2390,Female,91.27,40.39,53.99,53.52,32.8,63.5,9.5,Yes,4,6.9,F
2391,2391,Male,94.2,49.04,88.31,86.52,49.6,51.57,24.9,Yes,4,8.8,F
2392,2392,Female,96.85,65.37,65.54,84.3,19.9,89.04,17.5,Yes,5,4.2,D
2393,2393,Male,67.05,88.14,90.26,82,57.4,93.45,29.1,No,1,6.6,B
2394,2394,Male,64.85,56.91,75.46,63.4,40.8,74.62,25,Yes,3,6.6,D
2395,2395,Male,61.7,77.54,63.73,97.34,84.9,64.25,15.5,Yes,8,5.8,D
2396,2396,Female,91.51,64.67,97.64,66.08,41.6,88.61,23.5,Yes,6,7.3,C
2397,2397,Male,83.98,54.06,88.25,57.61,44.4,50.44,16.3,No,3,6.7,F
2398,2398,Female,61.81,70.85,99.28,99.36,59.2,96.2,7,Yes,2,5.2,B
2399,2399,Female,68.85,87.85,68.22,87.31,12.3,93.28,17.9,Yes,6,7.5,C
2400,2400,Female,75.34,89.95,82.46,70.74,15.7,77.24,26.6,Yes,3,6.3,D
2401,2401,Male,76.41,90.79,80.58,96.8,79,63.88,26.4,No,7,6.4,D
2402,2402,Male,94.44,60.31,84.38,54.56,27.3,51.64,19.4,Yes,7,8.8,F
2403,2403,Male,69.03,87.61,51.92,54.38,68.5,99.99,14.5,Yes,2,6.7,C
2404,2404,Female,95.43,52.73,64.59,84.12,9.7,88.1,5.3,Yes,4,7.9,C
2405,2405,Female,72.07,84.31,95.47,58.9,82.2,66.94,12.8,Yes,3,8.3,C
2406,2406,Male,87.32,96.9,71.19,95.86,98.8,50.96,29.7,No,8,6.9,C
2407,2407,Female,96.51,40.82,98.03,92.02,37.4,81.96,23.2,No,8,7.9,C
2408,2408,Male,95.38,66.42,60.68,65.32,50.6,99.35,22.9,Yes,4,5.5,B
2409,2409,Male,52.85,78.87,99.87,94.44,44.3,85.35,24,Yes,4,4.9,C
2410,2410,Male,60.29,82.11,84.88,52.14,89.4,54.19,20.5,No,6,7.5,D
2411,2411,Male,73.85,50.57,88.82,77.43,1,70.11,19.6,Yes,6,8.6,D
2412,2412,Female,71.58,98.33,69.84,96.78,65.3,55.46,16.3,No,6,4.2,C
2413,2413,Male,82.04,76.92,95.35,92.77,65.2,95.61,16.1,Yes,2,7.8,B
2414,2414,Male,97.24,49.86,77.27,67.8,38.2,66.52,26.8,No,8,4.1,D
2415,2415,Male,55.62,41.23,84.05,59.14,21.9,86.67,14.8,No,7,6.3,D
2416,2416,Male,72.59,87,54.74,60.53,24,54.23,26,Yes,2,7.4,D
2417,2417,Male,59.62,44.78,81.58,75.73,80,56.42,25.9,Yes,8,6,D
2418,2418,Male,94.71,48.46,93.95,79.84,6.6,83.97,24.3,No,1,5.5,C
2419,2419,Male,98.23,74.49,58.91,51.64,56.4,92.17,5.9,Yes,10,4.9,C
2420,2420,Female,73.94,76.21,86.89,70.68,30.7,60.07,8.7,Yes,7,8.9,D
2421,2421,Female,55.2,81.21,51.27,91.52,26.5,70.92,12.9,Yes,6,6.9,D
2422,2422,Female,89.26,63.61,96.31,72.22,50.6,80.97,26.2,Yes,9,4.6,C
2423,2423,Female,84.86,86.43,99.15,58.46,89.8,89.81,26.8,Yes,3,4.2,C
2424,2424,Male,67.73,98.46,67.71,97.74,61.8,81.41,6,No,9,5.2,C
2425,2425,Female,94.37,56.27,55.35,63.31,78.9,54.77,13.1,No,5,6.7,D
2426,2426,Female,98.79,82.18,82.93,89.92,60.1,77.14,26.3,Yes,5,7.8,B
2427,2427,Female,77.89,95.71,51.49,59.69,69.8,94.23,11.2,No,6,8.9,C
2428,2428,Male,78.29,81.18,74.12,71.16,43.2,93.4,29.4,Yes,3,8.2,C
2429,2429,Female,64.88,80.87,63.59,74.52,92.6,79.25,17.2,Yes,4,7.1,C
2430,2430,Female,79.23,53.43,73.67,75.03,50.2,99.78,28.4,No,10,7.3,C
2431,2431,Male,71.98,72.11,50.91,75.82,55.2,55.26,15.7,No,6,6.6,F
2432,2432,Female,65.11,73.75,52.58,61.25,52.5,73.93,13.1,No,5,6.2,C
2433,2433,Male,53.36,82.01,50.8,75.8,31.6,88.76,14.1,No,10,7.9,D
2434,2434,Female,62.64,99.81,80.96,74.09,23.1,57.05,27.1,No,8,4.9,C
2435,2435,Male,59.89,42.02,78,60.44,7.4,98.64,13.3,Yes,7,5.7,C
2436,2436,Female,77.1,43.91,61.66,99.41,71.8,67.7,21.7,No,1,8.9,D
2437,2437,Female,80.08,44.68,82.33,93.28,28.9,67.51,16.7,No,6,6.9,D
2438,2438,Female,80.43,84.58,94.21,94.38,38.9,60.66,28.5,No,5,6.5,C
2439,2439,Male,69.41,48.18,63.87,84.28,92,64.4,9,No,10,8.3,D
2440,2440,Female,71.06,77.35,91.6,57.99,56.6,78.88,15.7,No,9,7.8,C
2441,2441,Male,91.71,59.48,83.13,78.4,9.7,71.47,8.1,Yes,3,5.6,D
2442,2442,Male,73.81,67.44,51.69,91.07,80,59.67,19.5,Yes,4,7.1,C
2443,2443,Male,99.39,52.94,68.76,51.94,25.6,90.46,15.1,No,4,4.9,D
2444,2444,Male,71.98,91.97,75.39,74.79,55.3,53.11,6.5,Yes,4,4.3,D
2445,2445,Female,82.48,75.17,86.58,69.81,51,91.73,26.2,Yes,9,8.9,C
2446,2446,Female,52.52,96.67,64.36,60.61,23.8,63.75,14.4,Yes,8,7.7,D
2447,2447,Female,82.67,74.48,99.14,68.91,11.6,74.8,17.3,Yes,9,8.7,D
2448,2448,Male,92.57,47.43,84.23,99.17,21.1,69.05,15.2,No,4,8.2,D
2449,2449,Female,97.12,50.25,68.64,86.16,9.7,78.53,17.2,No,3,6.1,C
2450,2450,Male,99.87,99.34,54.85,64.98,27.6,89.8,5.4,Yes,5,8.3,C
2451,2451,Male,64.11,83.53,59.07,80.27,99.7,99.47,25.4,Yes,2,7.9,B
2452,2452,Male,78.77,42.96,74.38,62.33,40.2,65.3,13.3,Yes,5,5.3,D
2453,2453,Female,72.54,82.23,74.73,80.54,86.4,77.69,23.1,No,2,7.1,C
2454,2454,Female,78.19,64.73,88.39,94.81,54.9,73.3,6.6,Yes,10,5.5,C
2455,2455,Male,57.87,58.43,86.31,77.84,66.7,99.95,18.1,No,2,5.2,B
2456,2456,Female,92.81,49.24,60.06,86.67,15.6,90.45,27.7,No,7,4.4,C
2457,2457,Female,95.48,90.39,79.75,72.67,27.5,69.85,15,Yes,10,6.7,C
2458,2458,Male,72.48,43.83,51.03,76.21,51,73.84,9.9,No,4,6,D
2459,2459,Male,64.02,57.39,69.93,84.75,88.1,62.3,7.5,No,6,4.4,D
2460,2460,Female,57.04,58.38,88.21,90.62,4.3,87.76,26.5,Yes,9,7.6,C
2461,2461,Male,84.19,49.65,69.98,82.97,50.7,92.26,11,Yes,10,7.6,C
2462,2462,Male,65.61,70.49,91.78,98.87,5.1,98.25,29.4,Yes,3,5.2,B
2463,2463,Female,95.48,40.7,98.81,90.99,45.7,78.29,11.2,No,1,8.8,D
2464,2464,Female,83.55,58.06,80.36,88.86,62.9,83.53,17,Yes,3,7.9,B
2465,2465,Male,82.28,96.02,57.25,92.26,74.5,72.3,16.4,No,3,8,C
2466,2466,Female,77.97,58.63,68.98,64.06,13.9,80.46,6.6,No,3,4,C
2467,2467,Male,52.29,61.63,50.47,71.6,16.7,67.44,18.3,Yes,4,8.9,D
2468,2468,Male,96.6,68.39,80.14,78.22,47,86.88,21.8,No,3,9,B
2469,2469,Female,81.4,73.7,91.08,73.12,99.8,51.14,23.6,No,5,6.5,C
2470,2470,Male,99.7,88.52,81.5,92.37,35.6,51.42,18.1,No,8,8.9,D
2471,2471,Male,76.87,51.42,89.3,51.35,42.8,85.81,25.3,No,3,7.1,C
2472,2472,Male,85.51,92.3,90,60.46,43.2,96.53,23.8,No,10,4.7,B
2473,2473,Female,52.81,85.45,92.55,94.09,8.1,81.61,9.8,No,6,8.1,B
2474,2474,Female,81.59,83.36,63.33,52.96,77.4,86.33,15,No,1,6.8,B
2475,2475,Female,88.23,45.21,93.56,61.35,25.3,91.2,8.6,No,4,5.7,D
2476,2476,Male,88.93,41.3,82.7,67.56,70.4,68.08,8.3,Yes,1,5.2,D
2477,2477,Male,88.51,75.64,64.49,87.54,47.5,55.41,22.8,Yes,2,6.6,D
2478,2478,Female,61.31,91.79,99.36,78.01,61.2,96.65,18.3,Yes,3,7.5,B
2479,2479,Female,98.77,75.07,97.51,97.73,5.4,96.93,20,No,5,8.4,B
2480,2480,Female,99.76,52.79,78.72,61.39,89,72.09,23.3,Yes,9,7,C
2481,2481,Male,53.78,45.43,92.16,93.61,24.4,60.86,11.9,Yes,9,6.1,D
2482,2482,Female,96.82,81.98,63.07,64.15,67,94.62,15,No,3,7.2,C
2483,2483,Male,64.47,83.31,70.8,62.27,79.8,85.42,20.2,Yes,8,6.5,B
2484,2484,Female,84.46,50.35,59.2,74.92,54,50.41,7.4,Yes,2,7.3,F
2485,2485,Male,66.91,41.69,76.01,53.56,33.7,55.39,25.8,Yes,9,7,D
2486,2486,Male,98.39,64.5,74.8,69.22,97.8,99.16,13.6,No,4,8.9,B
2487,2487,Female,55.08,74.96,60.64,67.78,27.8,51.91,21.5,No,2,7.1,D
2488,2488,Male,74.89,82.36,83.64,58.01,94.9,64.13,29.9,No,5,7.5,D
2489,2489,Female,71.4,88.6,55.89,93.04,15.6,77.42,16.9,No,7,8.5,D
2490,2490,Male,66.3,76.63,53.08,69.29,38.9,59.22,10.4,No,6,8.6,D
2491,2491,Male,82.28,46.65,69.25,99.1,13.8,61.6,10.4,No,9,4.7,D
2492,2492,Female,56.55,80.95,70.49,94.99,0.2,67.65,6.5,No,7,6.3,D
2493,2493,Male,85.83,99.05,65.99,59.74,26,63.48,24.2,No,6,8.7,D
2494,2494,Female,99.03,94.34,62.9,75.26,8.7,90.17,12.3,Yes,8,8.8,C
2495,2495,Female,90.23,92.3,66.94,80.09,98.6,75.01,9.3,Yes,7,5,C
2496,2496,Female,93,58.13,58.17,90.95,76.2,63.93,22.8,Yes,7,6.2,C
2497,2497,Male,67.98,85.05,70.17,94.28,0.4,65.65,12.7,Yes,8,5.4,D
2498,2498,Male,66.24,91.07,95.23,81.2,22.4,51.99,20,Yes,6,8,C
2499,2499,Male,75.85,80.7,61.22,51.76,67,52.47,15.4,Yes,10,8.3,D
2500,2500,Female,52.29,55.03,84.22,74.06,39.9,85.9,13.4,No,5,6.3,C
2501,2501,Female,97.27,97.23,57.09,94.24,83.2,55.65,17.2,Yes,4,7.4,D
2502,2502,Male,57.19,67.05,67.7,85.7,50.5,73.79,12.8,No,8,8.3,C
2503,2503,Male,95.15,47.79,66.06,93.51,65.4,92.12,26.8,Yes,9,7.5,C
2504,2504,Female,54.18,46.59,96.85,83.7,59.7,68.42,6.8,Yes,9,4.8,C
2505,2505,Male,91.13,78.85,71.4,52.2,63.8,67.29,5.8,No,4,7.6,D
2506,2506,Female,57.6,66.26,84.52,98.4,23,93.65,15.2,Yes,9,4.8,B
2507,2507,Male,51.91,45.67,80.12,95.9,37.3,93.24,9.3,Yes,2,7.3,C
2508,2508,Female,85.97,84.42,57.05,56.33,5.1,94.01,23.6,No,7,5.7,C
2509,2509,Male,64.01,87.96,96.98,55.63,58.8,78.6,13.8,No,4,4.3,B
2510,2510,Male,85.72,83.52,67.29,76.95,45.9,97.62,11.5,No,4,5.1,B
2511,2511,Female,77.75,52.14,52.24,87.85,76.1,90.95,14,No,8,6.3,C
2512,2512,Female,55.44,81.39,65.02,69.11,20.6,70.78,10.5,Yes,3,9,D
2513,2513,Female,96.61,40.64,66.78,56.82,43.7,81.48,12.5,No,5,5.3,C
2514,2514,Male,72.62,58.31,54.64,75.53,18.1,56.09,19.2,Yes,5,8.9,F
2515,2515,Female,86.72,63.93,81,66.88,61.4,77.57,26.6,Yes,3,5.8,C
2516,2516,Female,75.05,90.11,67.34,67.59,84.8,63.16,14.3,No,4,8.8,D
2517,2517,Male,80.22,63.42,81.46,82.25,76.5,64.18,13,No,9,8.8,C
2518,2518,Female,65.14,40.68,50.34,94.28,94.4,56.29,24.5,No,3,4.7,F
2519,2519,Female,60.02,61.14,99.1,77.93,97.2,67.91,5.6,No,10,8.1,C
2520,2520,Female,77.13,69.94,58.53,84.38,77.2,74.07,12.6,Yes,9,6.6,D
2521,2521,Male,72.01,96.94,82.97,83,28.7,80.02,16.3,Yes,10,7.4,C
2522,2522,Male,69.51,96.46,85.79,77.56,21.9,65.24,20,Yes,1,7.9,C
2523,2523,Male,83.63,50.85,58.58,65.54,44.8,89.61,8.9,No,5,4.6,C
2524,2524,Female,84.53,51.11,55.59,68.89,99.4,76.05,15.8,No,5,8,D
2525,2525,Male,52.3,49.8,57.63,65.79,41.3,81.9,19.2,Yes,9,5.5,D
2526,2526,Female,66.94,87.34,62.34,95.87,19.9,63.91,17.8,Yes,8,7.7,D
2527,2527,Female,70.59,40.36,58.41,91.33,94.4,90.71,19.4,No,7,6.9,C
2528,2528,Female,54.84,47.63,83.7,78.97,38.6,81.21,21.6,Yes,1,7.4,C
2529,2529,Male,61.8,72.28,71.04,95.61,69.1,93.12,14.5,No,7,7.1,B
2530,2530,Male,52.58,54.85,76.89,94.32,78.8,58,6.6,No,2,8.1,D
2531,2531,Female,99.81,45.54,52.37,96.38,84.3,69.03,6.4,No,9,8.5,D
2532,2532,Female,86.83,61.59,93.06,61.09,82.1,55.65,26.5,No,3,6.2,C
2533,2533,Male,54.37,56.45,58.53,85.88,83.6,60.78,21.9,Yes,9,6,D
2534,2534,Male,51.01,70.67,68.01,80.46,66.8,69.73,24.1,No,5,5.2,C
2535,2535,Male,85.96,98.75,53.6,86.69,40.4,94.73,28.2,Yes,4,8.1,C
2536,2536,Female,71.96,47.46,56.84,63.17,66.7,77.85,23.8,Yes,5,8.8,C
2537,2537,Male,89.34,62.36,83.29,84.74,83.7,66.52,22.3,Yes,2,5,C
2538,2538,Male,96.17,95.92,84.63,70.49,35.1,87.34,21.4,Yes,8,6.3,C
2539,2539,Male,79.97,92.61,83.85,91.7,29.7,50.98,11.5,Yes,8,7.9,C
2540,2540,Female,59.36,63.66,77.61,89.77,34.4,68.5,28.9,No,8,7.2,C
2541,2541,Male,89.11,81.94,97.63,60.57,55.1,80.04,18.6,Yes,8,8.1,C
2542,2542,Female,97.79,45.27,75.36,59.19,5.2,79.16,10.6,Yes,7,4.1,D
2543,2543,Female,79.01,82.75,72.47,85.89,77.9,80.38,10.2,Yes,2,8.6,C
2544,2544,Female,84.1,98.37,62.38,77.52,13.9,60.58,25.4,Yes,8,4.3,D
2545,2545,Male,66.87,72.25,54.94,77.86,13.3,66.85,11.3,No,6,6.2,D
2546,2546,Male,69.08,69.91,77.41,87.63,19.8,96.58,6,Yes,5,5.4,C
2547,2547,Male,86.73,51.24,65.74,92.75,57.7,98.7,15.7,No,2,8.6,C
2548,2548,Female,96.39,78.03,76.2,61.95,28.6,65.6,25.4,Yes,3,5.4,D
2549,2549,Male,81.45,75.43,60.31,77.78,36.8,82.23,15.4,No,4,5.9,D
2550,2550,Female,89.49,79.12,91.91,91.45,93.2,62.06,25.1,Yes,4,8.4,C
2551,2551,Male,58.58,41.56,99.98,93.64,84.7,68.43,25.7,Yes,5,6.7,C
2552,2552,Male,60.6,72.92,66.12,64.37,85.2,89.62,26.4,No,2,8.5,C
2553,2553,Male,76.6,75.7,92.12,55.21,57.8,75.06,19.7,No,9,7.3,B
2554,2554,Male,58.83,52.45,93.65,61.64,86.6,92.48,22.5,No,9,4.4,B
2555,2555,Female,81.75,52.5,99.8,97.27,77.9,81.44,11.5,No,9,6.2,C
2556,2556,Female,64.58,56.57,67.14,73.12,95.3,81.45,7.5,Yes,5,4.9,C
2557,2557,Female,89.58,82.7,87.8,70.93,6.4,51.69,18.3,Yes,4,4.3,D
2558,2558,Female,90.41,76.38,61.44,50.65,2.9,87.48,5.3,Yes,9,5.9,D
2559,2559,Male,73.19,90.75,81.24,52.55,17.5,98.89,16.6,No,8,8.5,C
2560,2560,Female,59.04,57.74,85.24,83.43,92.9,73.65,7.6,Yes,7,4.6,C
2561,2561,Female,82.34,94.72,87.06,79.49,60.6,57.93,7.7,No,5,4,C
2562,2562,Female,99.64,84.62,60.36,78.78,42.6,98.85,26.8,No,8,8.7,C
2563,2563,Male,81.13,63.7,92.44,55.52,51.3,64.51,21,Yes,5,6.7,D
2564,2564,Female,51.79,45.72,71.05,67.6,83,70.46,21.1,Yes,2,6.8,D
2565,2565,Female,50.86,55.42,60.82,90.62,92.9,53.87,15.1,No,6,8.6,D
2566,2566,Male,66.02,97.41,77.13,58.75,73,55.54,15.3,Yes,2,7.5,C
2567,2567,Male,59.79,58.62,93.17,94.13,76,60.83,12.6,No,10,8.1,D
2568,2568,Female,90.65,59.79,98.35,56.07,32,77.42,15.9,No,9,7.9,C
2569,2569,Female,92.24,51.38,87.41,58.46,46.7,77.89,19.7,Yes,7,7.1,C
2570,2570,Male,62.93,88.41,50.28,73.89,88.5,80.31,9.7,No,3,7.4,C
2571,2571,Female,66.28,56.54,56.74,97.26,78.6,79.19,11.5,No,10,6.8,C
2572,2572,Male,61.81,59.82,53.81,66.48,68.4,74.76,17.4,Yes,8,5.8,D
2573,2573,Female,95.42,64.86,55.06,82.91,6.5,90.1,14.6,Yes,1,5.4,D
2574,2574,Female,75.13,66.02,69.15,79.43,4,96.69,25.5,Yes,9,4.9,C
2575,2575,Female,82.81,64.68,66.92,57.48,13,63.49,25.5,No,7,5.8,D
2576,2576,Female,70.77,70.22,55.68,62.41,58.1,56.51,13.4,No,10,6.9,D
2577,2577,Female,81.55,88.87,94.11,96.51,53.6,71.25,16.3,No,2,6.9,B
2578,2578,Male,69.29,89.16,80.77,59.24,94.3,51.32,29.4,No,8,7.4,D
2579,2579,Male,66.98,87.9,89.82,84.75,69.5,94.17,25.7,No,6,8.4,B
2580,2580,Female,81.72,46.07,68.58,98.23,29.4,61.99,10.4,No,6,7.3,F
2581,2581,Female,79.55,87.98,70.51,55.98,16.1,77.46,12,No,4,4.9,D
2582,2582,Female,64.68,47.22,65.88,69.96,85,55.75,7.1,Yes,5,4.1,F
2583,2583,Male,57.47,47.48,71.92,61.2,46,77.66,21.9,Yes,9,5,C
2584,2584,Male,68.43,96.87,80.52,61.08,65.3,51.95,12.9,No,7,8.5,D
2585,2585,Male,70.76,89.16,74.65,55.95,56.5,88.44,18.4,Yes,1,6.8,C
2586,2586,Male,81.43,73.14,91.9,82.48,10.7,97.77,24.2,Yes,2,8.2,C
2587,2587,Male,95.73,92.5,95.01,87.32,5.7,65.35,25.9,No,1,5.2,C
2588,2588,Male,51.81,99.36,73.48,83.84,37.7,62.91,13.1,No,9,7.5,C
2589,2589,Male,62.18,76.64,61.99,96.23,36.2,72.4,10.9,Yes,10,7.7,D
2590,2590,Male,59.69,76.77,97.26,57.28,67.4,81,26.2,No,1,8,B
2591,2591,Female,75.11,85.27,86.75,65.99,63.2,59.45,14.5,No,3,6.7,C
2592,2592,Male,71.49,53.93,82.01,67.23,96.9,90.17,25.5,No,6,8,C
2593,2593,Male,86.45,50.03,87.27,61.6,85.8,59.93,8.7,Yes,6,8.7,D
2594,2594,Male,62.12,85.57,53.8,57.11,49.7,50.27,27.8,Yes,9,8.8,D
2595,2595,Male,79.72,60.69,53.38,74.34,50,76.21,17.1,No,9,4.6,C
2596,2596,Female,94.19,48.1,57.66,91.72,67.4,55.76,9.3,Yes,4,7.1,F
2597,2597,Male,95.53,58.89,57.37,97.73,11.4,84.91,18.4,Yes,1,4.6,C
2598,2598,Female,97.94,61.52,71.03,56.47,100,58.37,26.8,Yes,10,8.6,D
2599,2599,Female,88.66,97.91,57.87,91.16,51.9,90.87,14.7,No,9,8.8,C
2600,2600,Female,95.3,81.88,92.73,91.23,91,73.52,9.5,No,2,6.5,B
2601,2601,Male,61.73,71.85,78.9,69.45,96.7,78.31,19.4,No,10,8.8,C
2602,2602,Male,59.88,98.13,68.41,55.5,58.2,59.33,25.9,No,10,7.8,D
2603,2603,Male,50.32,94.19,53.48,99.5,10.3,57.33,8,No,4,7.5,D
2604,2604,Female,85.34,70.72,79.55,82.78,57.3,81.56,6,No,7,6.9,C
2605,2605,Female,96.87,94.34,55.83,99.11,59.8,62.77,6.4,No,2,6,D
2606,2606,Female,59.35,64.26,87.16,74.18,78.9,69.3,10.8,No,9,8.8,C
2607,2607,Female,81.85,53.83,90.14,69.76,4.8,73.97,5.2,Yes,5,5,D
2608,2608,Male,87.32,53.96,77.2,62.36,46.6,61.48,15.7,No,10,8,D
2609,2609,Male,96.38,79.74,57.48,99.18,92.3,89.77,22.4,Yes,9,5.8,C
2610,2610,Male,82.34,70.06,89.34,62.66,99.1,96.97,22.8,Yes,9,7.8,B
2611,2611,Female,98.51,79.54,65.39,51.19,19.1,71.59,20.9,No,8,4.8,C
2612,2612,Female,67.23,81.16,61.13,75.62,87.1,95.88,12.4,Yes,3,5.9,B
2613,2613,Male,67.5,41.34,73.53,68.85,14.6,94.13,23.4,No,9,8.7,D
2614,2614,Male,77.15,43.24,96.13,63.07,84.1,58.3,19.4,No,3,6.8,D
2615,2615,Female,69.18,71.96,64.87,81.73,27.7,58.67,26.5,Yes,9,6.5,C
2616,2616,Male,50.07,51.46,95.28,68.21,96,73.87,17,No,2,7.8,C
2617,2617,Male,86.59,77.95,52.68,70.11,69.5,76.29,9.5,Yes,7,6.1,C
2618,2618,Female,87.59,73.13,54.18,51.15,39.9,67.06,20.9,Yes,2,6.5,D
2619,2619,Female,87.35,75.15,84.93,79.45,28.1,65.65,8.8,Yes,5,6.8,D
2620,2620,Female,67.25,58.15,59.53,56.1,23.5,71.57,29.1,Yes,2,8.9,F
2621,2621,Male,76.11,78.39,65.83,60.69,68.1,84.52,22.6,No,8,8,D
2622,2622,Female,68,89.77,56.82,85.86,89.6,54.22,23.9,No,2,4.2,D
2623,2623,Male,50.8,99.88,66.61,65.66,75.5,85.53,22,No,9,7.9,B
2624,2624,Male,78.12,90.31,64.02,58.16,83.5,96.31,7.4,No,2,6.5,B
2625,2625,Female,56.19,73.45,86.82,78.87,78.1,88.18,16.6,Yes,4,5.2,C
2626,2626,Male,54,51.61,85.1,60.75,97.9,59.58,21.3,Yes,7,8.3,D
2627,2627,Female,87.77,80.89,97.75,63.55,75.8,54.37,10.7,Yes,9,5.4,C
2628,2628,Female,50.48,96.26,86.22,81.07,21,74.52,22,No,3,5.6,C
